05 July 2007 05:08:17 AM

NINT_EXACTNESS_TET
  C++ version

  Investigate the polynomial exactness of a quadrature
  rule for the tetrahedron by integrating all monomials
  of a given degree.

  The rule will be adjusted to the unit tetrahedron.

NINT_EXACTNESS_TET: User input:
  Quadrature rule X file = "nco6_x.txt".
  Quadrature rule W file = "nco6_w.txt".
  Quadrature rule R file = "nco6_r.txt".
  Maximum total degree to check = 8

  Spatial dimension = 3
  Number of points  = 84

      Error    Degree  Exponents

   6.21725e-15      0   0 0 0

   2.22045e-15      1   1 0 0
   1.33227e-15      1   0 1 0
   1.33227e-15      1   0 0 1

   3.10862e-15      2   2 0 0
   6.88338e-15      2   1 1 0
   3.10862e-15      2   0 2 0
    5.9952e-15      2   1 0 1
   4.77396e-15      2   0 1 1
   3.77476e-15      2   0 0 2

   5.66214e-15      3   3 0 0
   8.43769e-15      3   2 1 0
   6.66134e-15      3   1 2 0
    3.9968e-15      3   0 3 0
   6.66134e-15      3   2 0 1
   1.23235e-14      3   1 1 1
   6.43929e-15      3   0 2 1
   7.99361e-15      3   1 0 2
   5.44009e-15      3   0 1 2
   3.33067e-15      3   0 0 3

   2.77556e-15      4   4 0 0
   6.77236e-15      4   3 1 0
   1.11022e-14      4   2 2 0
   5.66214e-15      4   1 3 0
   2.33147e-15      4   0 4 0
   6.77236e-15      4   3 0 1
   4.10783e-15      4   2 1 1
   4.88498e-15      4   1 2 1
   5.66214e-15      4   0 3 1
   8.88178e-15      4   2 0 2
   5.10703e-15      4   1 1 2
   8.88178e-15      4   0 2 2
   5.32907e-15      4   1 0 3
   5.66214e-15      4   0 1 3
    3.9968e-15      4   0 0 4

   5.10703e-15      5   5 0 0
   5.32907e-15      5   4 1 0
   5.44009e-15      5   3 2 0
   7.43849e-15      5   2 3 0
   4.77396e-15      5   1 4 0
   4.10783e-15      5   0 5 0
   3.66374e-15      5   4 0 1
   3.10862e-15      5   3 1 1
   4.10783e-15      5   2 2 1
   3.10862e-15      5   1 3 1
   4.88498e-15      5   0 4 1
   8.21565e-15      5   3 0 2
   3.44169e-15      5   2 1 2
   1.22125e-15      5   1 2 2
   6.32827e-15      5   0 3 2
   6.77236e-15      5   2 0 3
   3.33067e-15      5   1 1 3
   6.32827e-15      5   0 2 3
   5.66214e-15      5   1 0 4
   4.88498e-15      5   0 1 4
   4.10783e-15      5   0 0 5

   2.88658e-15      6   6 0 0
   6.21725e-15      6   5 1 0
   6.10623e-15      6   4 2 0
   4.66294e-15      6   3 3 0
   7.54952e-15      6   2 4 0
   4.44089e-15      6   1 5 0
    1.9984e-15      6   0 6 0
   5.88418e-15      6   5 0 1
   7.77156e-15      6   4 1 1
   5.55112e-15      6   3 2 1
   3.88578e-15      6   2 3 1
   8.65974e-15      6   1 4 1
   6.88338e-15      6   0 5 1
    5.9952e-15      6   4 0 2
   7.77156e-15      6   3 1 2
   3.55271e-15      6   2 2 2
   7.77156e-15      6   1 3 2
   7.32747e-15      6   0 4 2
   4.77396e-15      6   3 0 3
   7.32747e-15      6   2 1 3
   6.10623e-15      6   1 2 3
   3.77476e-15      6   0 3 3
   7.21645e-15      6   2 0 4
   8.77076e-15      6   1 1 4
   6.55032e-15      6   0 2 4
   4.88498e-15      6   1 0 5
   5.10703e-15      6   0 1 5
   1.77636e-15      6   0 0 6

       0.00288      7   7 0 0
       0.00672      7   6 1 0
       0.00776      7   5 2 0
       0.00392      7   4 3 0
       0.00392      7   3 4 0
       0.00776      7   2 5 0
       0.00672      7   1 6 0
       0.00288      7   0 7 0
