05 July 2007 05:07:56 AM

NINT_EXACTNESS_TET
  C++ version

  Investigate the polynomial exactness of a quadrature
  rule for the tetrahedron by integrating all monomials
  of a given degree.

  The rule will be adjusted to the unit tetrahedron.

NINT_EXACTNESS_TET: User input:
  Quadrature rule X file = "ncc6_x.txt".
  Quadrature rule W file = "ncc6_w.txt".
  Quadrature rule R file = "ncc6_r.txt".
  Maximum total degree to check = 8

  Spatial dimension = 3
  Number of points  = 84

      Error    Degree  Exponents

   5.55112e-16      0   0 0 0

   3.33067e-16      1   1 0 0
   2.22045e-16      1   0 1 0
   2.22045e-16      1   0 0 1

   6.66134e-16      2   2 0 0
   2.22045e-16      2   1 1 0
   8.88178e-16      2   0 2 0
   2.22045e-16      2   1 0 1
   2.22045e-16      2   0 1 1
   9.99201e-16      2   0 0 2

   9.99201e-16      3   3 0 0
   1.11022e-16      3   2 1 0
   3.33067e-16      3   1 2 0
   9.99201e-16      3   0 3 0
   1.11022e-16      3   2 0 1
   2.22045e-16      3   1 1 1
   1.11022e-16      3   0 2 1
   1.11022e-16      3   1 0 2
   1.11022e-16      3   0 1 2
   9.99201e-16      3   0 0 3

   1.22125e-15      4   4 0 0
   2.22045e-16      4   3 1 0
   2.22045e-16      4   2 2 0
   2.22045e-16      4   1 3 0
   1.22125e-15      4   0 4 0
   2.22045e-16      4   3 0 1
             0      4   2 1 1
   2.22045e-16      4   1 2 1
   2.22045e-16      4   0 3 1
   2.22045e-16      4   2 0 2
   2.22045e-16      4   1 1 2
   2.22045e-16      4   0 2 2
   2.22045e-16      4   1 0 3
   2.22045e-16      4   0 1 3
   1.22125e-15      4   0 0 4

   2.66454e-15      5   5 0 0
             0      5   4 1 0
   4.44089e-16      5   3 2 0
   8.88178e-16      5   2 3 0
   2.22045e-16      5   1 4 0
   2.66454e-15      5   0 5 0
   2.22045e-16      5   4 0 1
   2.22045e-16      5   3 1 1
   2.22045e-16      5   2 2 1
   2.22045e-16      5   1 3 1
   2.22045e-16      5   0 4 1
   4.44089e-16      5   3 0 2
   2.22045e-16      5   2 1 2
   2.22045e-16      5   1 2 2
   4.44089e-16      5   0 3 2
   8.88178e-16      5   2 0 3
   2.22045e-16      5   1 1 3
   8.88178e-16      5   0 2 3
   2.22045e-16      5   1 0 4
             0      5   0 1 4
   2.66454e-15      5   0 0 5

   3.55271e-15      6   6 0 0
   9.99201e-16      6   5 1 0
   4.44089e-16      6   4 2 0
   2.22045e-16      6   3 3 0
   4.44089e-16      6   2 4 0
   6.66134e-16      6   1 5 0
   3.55271e-15      6   0 6 0
   6.66134e-16      6   5 0 1
   4.44089e-16      6   4 1 1
   4.44089e-16      6   3 2 1
   4.44089e-16      6   2 3 1
   4.44089e-16      6   1 4 1
   6.66134e-16      6   0 5 1
   4.44089e-16      6   4 0 2
   6.66134e-16      6   3 1 2
   6.66134e-16      6   2 2 2
   4.44089e-16      6   1 3 2
   4.44089e-16      6   0 4 2
   2.22045e-16      6   3 0 3
   6.66134e-16      6   2 1 3
   4.44089e-16      6   1 2 3
   2.22045e-16      6   0 3 3
   4.44089e-16      6   2 0 4
   2.22045e-16      6   1 1 4
   4.44089e-16      6   0 2 4
   6.66134e-16      6   1 0 5
   6.66134e-16      6   0 1 5
   3.55271e-15      6   0 0 6

    0.00925926      7   7 0 0
     0.0216049      7   6 1 0
     0.0231481      7   5 2 0
     0.0108025      7   4 3 0
     0.0108025      7   3 4 0
     0.0231481      7   2 5 0
     0.0216049      7   1 6 0
    0.00925926      7   0 7 0
     0.0216049      7   6 0 1
     0.0416667      7   5 1 1
     0.0416667      7   4 2 1
     0.0432099      7   3 3 1
     0.0416667      7   2 4 1
     0.0416667      7   1 5 1
     0.0216049      7   0 6 1
     0.0231481      7   5 0 2
     0.0416667      7   4 1 2
    0.00462963      7   3 2 2
    0.00462963      7   2 3 2
     0.0416667      7   1 4 2
     0.0231481      7   0 5 2
     0.0108025      7   4 0 3
     0.0432099      7   3 1 3
    0.00462963      7   2 2 3
     0.0432099      7   1 3 3
     0.0108025      7   0 4 3
     0.0108025      7   3 0 4
     0.0416667      7   2 1 4
     0.0416667      7   1 2 4
     0.0108025      7   0 3 4
     0.0231481      7   2 0 5
     0.0416667      7   1 1 5
     0.0231481      7   0 2 5
     0.0216049      7   1 0 6
     0.0216049      7   0 1 6
    0.00925926      7   0 0 7

     0.0451389      8   8 0 0
     0.0864198      8   7 1 0
     0.0493827      8   6 2 0
     0.0324074      8   5 3 0
     0.0821759      8   4 4 0
     0.0324074      8   3 5 0
     0.0493827      8   2 6 0
     0.0864198      8   1 7 0
     0.0451389      8   0 8 0
     0.0864198      8   7 0 1
      0.134259      8   6 1 1
     0.0694444      8   5 2 1
     0.0239198      8   4 3 1
     0.0239198      8   3 4 1
     0.0694444      8   2 5 1
      0.134259      8   1 6 1
     0.0864198      8   0 7 1
     0.0493827      8   6 0 2
     0.0694444      8   5 1 2
     0.0821759      8   4 2 2
      0.066358      8   3 3 2
     0.0821759      8   2 4 2
     0.0694444      8   1 5 2
     0.0493827      8   0 6 2
     0.0324074      8   5 0 3
     0.0239198      8   4 1 3
      0.066358      8   3 2 3
      0.066358      8   2 3 3
     0.0239198      8   1 4 3
     0.0324074      8   0 5 3
     0.0821759      8   4 0 4
     0.0239198      8   3 1 4
     0.0821759      8   2 2 4
     0.0239198      8   1 3 4
     0.0821759      8   0 4 4
     0.0324074      8   3 0 5
     0.0694444      8   2 1 5
     0.0694444      8   1 2 5
     0.0324074      8   0 3 5
     0.0493827      8   2 0 6
      0.134259      8   1 1 6
     0.0493827      8   0 2 6
     0.0864198      8   1 0 7
     0.0864198      8   0 1 7
     0.0451389      8   0 0 8


'NINT_EXACTNESS_TET:
  Normal end of execution.

05 July 2007 05:07:56 AM
